Account	Block	Ccy	#	Amount	Ethers	Old Token Balance	New Token Balance
Balance	0xdfb5eab6289ea3739027deab0063f82a6dc49495	718	301	true
Balance	0x5a685ea7af6d02e1912ec71dfc1e9f6828f9b6d5	719	290	true
Balance	0x30b9168dc19b1f2b577d320162bb0ec265984667	720	767.96281655	true
Balance	0x0e16de60cff6310f842a6b8e877fd2c4218e3a6b	721	1798.456298	true
Balance	0x77ac63b763f324823d7ad06760cac321e85c8197	722	66076.3731712	true
Balance	0x293a0369d58af2433c3a435a6b5343c5455c4ed4	723	6000	true
Balance	0xed3bd308b2f51f62120a7302448f87d04af9b2e8	724	800	true
Balance	0xbb5ef45e5ebf21d852e4e1bfc2b2c718d3777a20	725	3080	true
Balance	0x7107150e0b47443d0a0def5cc9658c371fdcf2da	726	14900	true
Balance	0x3654fa07012f15f4c35bc216d540ef282ebc7b13	727	2000	true
Balance	0x3831beb867bf6fb6d7fb901ab6fdaff73fdb1151	728	301.84	true
Balance	0x2fa93ce76ab26638d16de725a2dcfb1e7cb0c3d8	729	2496	true
Balance	0x59be6e3262bd52021abbc1650d4a66b80b15c769	730	6000	true
Balance	0x76a7914d82fcb90ad82c3a5f1232b6ca5efda27c	731	500	true
Balance	0x066998f9efc0987e4760a51b3b958beaffab7471	732	240	true
Balance	0x3a848a0c9b3979ab9b1e54e5c67b2e540c29fc3c	733	1178.1769631	true
Balance	0x44451672875676edd367ae3ff0696f2663a43896	734	3300	true
Balance	0x8e84f65d4d5508a80be53882ce7a4b6cde29d8ca	735	14900	true
Balance	0xa68de4e161f5bdcb76acb6254ffb154480619d5b	736	4345	true
Balance	0xc9afb6def1db94ded076e83867d4ae7ac5706bb7	737	23998.999996	true
Balance	0x02c5565d7b93b62a0f3168a72ac12f3c248e059e	738	300	true
Balance	0xfb5740c341f174d8570962ac0a61ac7c30728912	739	100	true
Balance	0x00f634ad2e78b2e94c50ae1bca4b0f0fa08327f0	740	100.65171	true
Balance	0x1b4dfed8613df7e1cdcb4c1b39e3faae539b213f	741	700	true
Balance	0xefcef7f134e8f24890ac57b333a8dc710d0e6b5f	742	7000	true
Balance	0x85e2bf7cc5c6790a181e23f42c21791cb412279f	743	200	true
Balance	0xf3fe51fde34413c73318b9c85437fe7e820f561a	744	3350	true
Balance	0x4366ccd08e5a4bcf09535bcf354e5d01beeafc8f	745	11166	true
Balance	0xff5a9c561f3e66fd1c234f7bda763360f01c3f19	746	3000	true
Balance	0x96922939bfc855251b958f1c6cbbd2680148cbeb	747	10200	true
Balance	0x9c52aa156e352725a4d78c5e21c412c637d210c9	748	1508.506766	true
Balance	0x38121c93f4a4ebaa9e3676676644e6844cc47ce3	749	8000	true
Balance	0xfe6fd1ae71539cfd862347618e44e7a6c8491d68	750	6500	true
Balance	0x07f8944a22b7cfac73c7f100d22c706fcee155b3	751	200	true
Balance	0xb2efd599f173c8adc8af16a5d6a92256cd59606c	752	2000	true
Balance	0x377a12c7e73508d653ae08686758e80f9334e103	753	1285	true
Balance	0x2fde6a6f5c683a109ef2748d4acb184494796a1c	754	100	true
Balance	0xe7c62c86502c32f8ab2318bc72ef64eeb8a8d491	755	35759.40256	true
Balance	0xba41fdfc2371719fcf781b81f0e5fb353afa131a	756	54400	true
Balance	0xd0bd97286c41f638a68e8b088ba0feb00b90b4a2	757	8000	true
Balance	0xfe94b4ee448503d468981e2cd22b714711c2f938	758	1700	true
Balance	0xc8e764dd559e3a6e0a433450a33dbbce83bc52d4	759	10000	true
Balance	0x3b39ae56bf873916b873234dc41208b754cbd30f	760	15000	true
Balance	0xa51826379d5ff609371cd8f2dceb2d42357b1dbe	761	7800	true
Balance	0xd28f17e3420d730cdd670a4f876a5744313da4a6	762	1670.26456	true
Balance	0xb5cbb1b8a20a086857a95b7f157d3349a1304909	763	3460	true
Balance	0x00e46d71a45b1030384ad03ae9d95d3c017ac3f1	764	2000	true
Balance	0xa5ba162c959ea6a8fcc93aea45dc2451ee689a76	765	127000	true
Balance	0xeafb9fbc87d7a5c247b05b7efffcad80aa7d3bd2	766	332.1448823	true
Balance	0x00a0d64e70c357ce6a7d883db32ecaa6bb6c6489	767	1500	true
Balance	0x56ef1e9dc98a93f33633b10183ba75ce422ea57e	768	932.512	true
Balance	0x4c9e6516824be8989ba21e5ddcb9dcae1b0484ef	769	2706.66666666	true
Balance	0x0b68d50cb88e95d230827ee6f671914705c29be0	770	2500	true
Balance	0x3381b2e75086d113daaad7bf7434f8332331a348	771	1000	true
Balance	0x30efda616dbd3dd0893bbea28bf3fe451bdc9ab7	772	953.9516	true
Balance	0x339b48a764e04f1174990ecaeb0369daa1ed0ae3	773	200	true
Balance	0x59afc63fccced19cc02eab7d1c444dea2cd63985	774	900	true
Balance	0xa09382d365b904f4a48241db39160cffacf18a59	775	136.9256	true
Balance	0x467e137c36669e42d096dc3cb0c92c1ace59caa0	776	121.632	true
Balance	0x0d256c48ea69057fde7c72572a0c724d0e3d740b	777	200	true
Balance	0x4084191ef6d5af01be493cb592ac3706bcc02a02	778	3324.79729333	true
Balance	0x42fcd8b8fd0f731548394cf372087bd252af7f17	779	1200	true
Balance	0xbd923bd2171e944f4b596964388dccc3ff9c46d3	780	108.88456	true
Balance	0x2522272d5686bb83cb3ccf069a65995493a17528	781	2000	true
Balance	0xb3acd64cc0557994acd97e9d04151dea522d8c28	782	2500	true
Balance	0xe6251aa52104d2ed441f3f4c71e984f64ea03092	783	200	true
Balance	0xd6a92e0f72f714c848b48a02f3873f2b07aabfa4	784	810.88	true
Balance	0x9754e1bbac40314a5e84c64e8e59625aba137873	785	2500	true
Balance	0x9743d36c6fcea702a733f1c384db425b5e52bfd5	786	218	true
Balance	0x49c1a626abdd6bf3b13ffcc09627910cbc477710	787	3000	true
Balance	0xe104c7a15927cdc8ffd8260bacf3c2db30c622c8	788	500	true
Balance	0x78cf80bf36a04f73f75c7156f3b7d785da3fe7fa	789	405.44	true
Balance	0x6f8817e5d566640eae34c6e14777cafa85981017	790	31676.3272	true
Balance	0x1cd9430ed630dde9db9037b341b28005220805a5	791	1000	true
Balance	0x00787428fbc49b6810e2c1e0d12f29bad152c54a	792	500	true
Balance	0x0012ba38d56c662bf4a45c1f0e1d3a85c3e92313	793	10000	true
Balance	0x8fdb7441bd9263499af346135153a737aa9b3fbb	794	200	true
Balance	0x3463de8e9f42798c75492fe26273680f0ff0262c	795	1000	true
Balance	0xedea79af2fc57373179a2b70d5aac397d4bf571d	796	1000	true
Balance	0x00cd9fad11d5b2118a3dd32d5d43fdb33bde9e85	797	29400	true
Balance	0x972c72f037a322a5a488ac93abbf8ad5b979ccaf	798	15000	true
Balance	0x9a7f5de6b6156f329622df9d23c121e500f7232a	799	2500	true
Balance	0x3e37e1336050cb6ec5b4f5dd4bc5757b277a9bdc	800	220	true
Balance	0x88e7f4ef1c885243a58421d923af32a4ed435499	801	2000	true
Balance	0xe379adbb4eacf2f4ef327de8bbfa180f9d3c6ff1	802	5000	true
Balance	0xf854493702776a8e0256c3797c549b5f2993d0fa	803	57865.75774774	true
Balance	0x4062227ceb1014273d4179ed2197b65ae2c3ac5c	804	6000	true
Balance	0x61f21d1b369bfa1843cd512f32f4b9ed66840745	805	1800	true
Balance	0xeabafe8c346611f534c5b6a9c2b0813f8baa442f	806	410	true
Balance	0x4a0786c55fe44be56457c984b388c4ffc9877953	807	35	true
Balance	0xd481943586dbecd23b1678bfbb910532c0648d75	808	1000	true
Balance	0xfc898b18a70ce49579f8d79a32e29928c15b4bc8	809	1400	true
Balance	0x30898d7b6a79dd6c48ddb510052a34c0e39048c3	810	337.2	true
Balance	0xf9e270dcf46298231997d560aed91a94f980e302	811	200	true
Balance	0x7c67f807aaa2f71f235b86c90076d0d533385037	812	5500	true
Balance	0x25961ca7eba6c6db66c9bf49fce4ed30588ab39e	813	400	true
Balance	0xfbe473c3dd40f2704a1771b4970d1f77b60113fc	814	40544	true
Balance	0xf684a8e4e899bb8e8345f2ebc78b2e0c96f8eb29	815	390	true
Balance	0xc6de655023bfb3364bebb64f8e4caee785a32866	816	200	true
Balance	0xf2430175ac334f7f6b67ed8e23357bb6798eab1c	817	300	true
Balance	0x3699b59e086d1bd6901dc3e988e3ac96ae3db906	818	1187	true
Balance	0x69c29ef5085bdea7cc0f36d3ec411364b4d22b74	819	350	true
Balance	0x00c04603b77b05865f77015aa3754e2800880542	820	13300	true
Balance	0xc5af3a5df6f9234a251de372c1f0767ba5f0f489	821	700	true
Balance	0xd9486aa30e2e4cc3d4c7145d32b8bc0f365b506a	822	30	true
Balance	0xe89373406dab0eb516a042c9bb39c099537c2821	823	1000	true
Balance	0xa9d33755afe205b037817a14d67d8fc2a874d8e9	824	2300	true
Balance	0xec8705930f96baf823fe1841733229481e557ee3	825	4000	true
Balance	0x2edd8689b9ab384953eaeba7467bc1f581f2ee10	826	5500	true
Balance	0xe387378291f4bde9de036db7f581784dfec08e5e	827	287	true
Balance	0xcc9fb6394dc8c1ff576db8219887cb5f4bc56115	828	2000	true
Balance	0x8f50836f0444e76887078448390f8faccf07b1fb	829	3053	true
Balance	0x2cb53afd850fb9415932dfe497f94c227bc8e151	830	8114.4	true
Balance	0x0251b1112bf8fc71522c41309edc7ab3802aa21e	831	1007.93807	true
Balance	0x30775a26790bd9e0d85cae3d96ae0fd1c9df226b	832	100	true
Balance	0x1a4d6a94c9d1c351ff299b07b83d598e2ab27068	833	12500	true
Balance	0x4bae35714b651c0e500cf61a82253c21794733c5	834	1200	true
Balance	0x5b6df2b58d09e2ff118b7fe5c1bb939efee7c436	835	16000	true
Balance	0xb0843440a10d58cbff2dea87b733dba77410a02f	836	7700	true
Balance	0x85d0d23a6e4355ff6098665389a60ec8d7648c6e	837	33.292	true
Balance	0x6dd5f1bf1ffa6a3173e333c1588f4cdde8c6799e	838	500	true
Balance	0xb62103d6f1fb0f3ec1189ee7f1fab26570beff33	839	1200.9135758	true
Balance	0x1466e94cc3dcc19760bd880b77f3da194a83a5da	840	2600	true
Balance	0xd67e1bd0b7fbbc1b2499224f4117c8078b46c090	841	1500	true
Balance	0x24bda8f0966add86d7062260fdb95d360af8a754	842	200	true
Balance	0x9da223150d443bb05a02efd40a079b3b7e14528a	843	1998.615286	true
Balance	0x46668a7d0a4d9c07d3513d2d74a5ca0cbce047e4	844	2744	true
Balance	0x9d5d14a206cbbe745a64949b4e2927c9a8c93095	845	4000	true
Balance	0xaa8b781576c2275c3db5a1e16d239b6a060173d6	846	1000	true
Balance	0x1ec0adbf12dfdb2239eeb9d320f78149ec2ab4e6	847	2000	true
Balance	0x18df4da81c623bc4fb45af7b3a40af4c1afb0b4d	848	1540	true
Balance	0x299f78ff01b5b7f4b3adda1170bc9e45d635c7a3	849	3000	true
Balance	0xa9b5947381e234721419f565e3533ae1341654bc	850	534.5312	true
Balance	0x3ef0b4bc2bd49cf4cf132e34e3dfbcf40b055257	851	1274.45932028	true
Balance	0x09f10562f86a57fd7073c702be7ff63b0875349f	852	200	true
Balance	0x75d8d5a72bdc0c296f9135b4865a7308bf32e2c6	853	153000	true
Balance	0x46af21b3d22d83a634f717c06f09e17db300e390	854	58.5	true
Balance	0x2d5ec5c7365008d37fe8cab0aa66279b9348c71e	855	100	true
Balance	0x96050f871811344dd44c2f5b7bc9741dff296f5e	856	600	true
Balance	0x897243225f6e3048e8fbb43a3e28e1effd1aa9bf	857	3000	true
Balance	0x6a7f63709422a986a953904c64f10d945c8afba1	858	200	true
Balance	0xc5cfad39c0f2b216dd8be3c0e025c331d4d242e1	859	6000	true
Balance	0x228201a3eedcd643324cb13477e5f2b2e4636542	860	765.8112011	true
Balance	0x57583567fa19c1793ea092a2b7d0d9059d09c2e2	861	1297.408	true
Balance	0x0891bd2929f4405e26b8d9fbe58f267f3ed3a6e4	862	100	true
Balance	0xec021059de92dda4ec4763974fdcdb091917534c	863	2312.88	true
Balance	0x6bc5953b7d1f4a21023b7d88adc6fb92ba084dfa	864	2000	true
Balance	0x728306999d7dd656426598fafbb5b979ff50d82d	865	1649.556	true
Balance	0xd863f3f3c656d00d64527921004ca62e6c0e5c5e	866	1275	true
Balance	0x84ddf80b2cad0284421f97af7fc27415d80d9e1b	867	1495	true
Balance	0x3001dc7029bfaee5ad4e60556c687cbb58788df4	868	54.572	true
Balance	0xbc12a8f3d36addd9c599dad76cdc11586ac4fc76	869	1368.107468	true
Balance	0x5e866cc10dca8821fe43ac774284668343f1ed29	870	4871.972	true
Balance	0x6ebad2bc3e13faf40565ae89e41aae33f8d29f9f	871	10000	true
Balance	0xb8860b230808b9ada48364449456fe20bc7df89f	872	23000	true
Balance	0x36f76c3a761d6d86d1c50a0f69dc37cc06b9d55a	873	74900	true
Balance	0xe8e7c55898663c376427a2f05f1990276bf1d5f5	874	1010	true
Balance	0xc47a472724f8028eda240afadf165046ea0d2a1f	875	3200	true
Balance	0x0e8e7e089b29364390c76b8d4ab1e420e7e98bf0	876	1000	true
Balance	0xfdfb8c6cbcf9258ce0d8251664d76b0ff0d1f710	877	520	true
Balance	0xdd8e8de7a9e6e467d5d4cfe84dcd8be9aa4b7fb8	878	1222.1456	true
Balance	0xea3c5e2af2c02dee176deb75a6acfe596bfb4f82	879	912.8	true
Balance	0x1ac09a3d4c1006d717f2982f940e4ab2ca5614f7	880	1339.4463791	true
Balance	0x852883a78a791b0633219470940104d05fa9666a	881	1000	true
Balance	0x2484edfbcf18054c9a7a5ff8afad2c7f3ea0caf0	882	25000	true
Balance	0x1d4aa57f02c902818829ef717916a765f8d27099	883	250	true
Balance	0x7de3ce5e862fd908db10167003bd262d535227ad	884	200	true
Balance	0x40099bc5a6017ae38ebb0ea5a29842b13434d473	885	260	true
Balance	0x6ea7f83040a24ed486129703b83107edc800bfc7	886	100	true
Balance	0x9e3e93fc983d84e6397e35bc5cd3c33783041f35	887	1000	true
Balance	0xaa10615eebb846ee0aea0e11a1c42b4d594404d7	888	136.7	true
Balance	0x637af389140ea116d3cf03c10d1b64c26df04da2	889	1300	true
Balance	0x66e8089befb79227ada84987931dfb468de1082f	890	400	true
Balance	0x5dcb3152072d13dbaabd68ed85d6192ca543b04e	891	361.1104	true
Balance	0x224c3152902caa725edc53270afac87ccc3e8d29	892	3730.7236	true
Balance	0x1062e43d10b73074b9f81a11b78c03601705e2a3	893	1000	true
Balance	0x1efb00cca7e2b858fcb42f522a400cc77b74783f	894	20272	true
Balance	0x405c812037f07bc0152f5813c2ee518366193c50	895	71	true
Balance	0x47629714bf27937c654a6891ecc2a766b96e5698	896	1380	true
Balance	0x8a1eb272c243b2f50f65f56ec331b7aaff74d0d8	897	190	true
Balance	0xa8f76f25b85d31077a067d3a053a59ba65ad3fcc	898	2000	true
Balance	0x75d92e31cb3fb873b1b07c5092d0de9d131e30c3	899	3699.85682462	true
Balance	0x00d4bf648ebdb15923a92d5a3ee2632adb8b60c2	900	3000	true
Balance	0x417e4e2688b1fd66d821529e46ed4f42f8b3db3d	901	1250	true
Balance	0x0b7e829367f8daddc2a019e40f6c4f397d9e0a4f	902	600	true
Balance	0x956c4474fe490cc31a6b8ec28ee1205d956796d3	903	4000	true
Balance	0xbc7e40fffd540ca46af787e32535eaf2ef2565b8	904	4032.87512689	true
Balance	0x01d761df72cdd87894284062560f57ddf0b686cc	905	1200	true
Balance	0x0035968c3801aeab398b8d7d2cb9d61e121e9846	906	24326.4	true
Balance	0x0bc0dfc146553274331461b61e5a37e6194bbe12	907	9377	true
Balance	0x9de16fc36c02fecf60db40a7b939a906ccecb072	908	4009.3259	true
Balance	0xb3a98cd3273149001b4ba12b4e5c0fc0e5e6f27d	909	928.286612	true
Balance	0x6e3318a8abc98fd977ed9fbffcfd3caaceadc76e	910	827.16643999	true
Balance	0x20670701f191ae755017f423cf21d790592917c7	911	2000	true
Balance	0xdb1a741cbdb27ac27d91fe62fe76ee8e2e8942f3	912	935.221048	true
Balance	0x5934dcb2d2d0c6f02e2b16fbd1b94cd5d6e00559	913	6372	true
Balance	0xe1e609145a81f24dc519837144d7b0df70cabfd7	914	6027.2	true
Balance	0xa492e3e8bb2dce1cc8e905ebf5a5a60663c9869e	915	900	true
Balance	0x0cb97cd9fa0307eae9499e0d095ee4286079ceb5	916	703.5	true
Balance	0xa81ace214b97d4b9c2072a934d0c4de486757538	917	20000	true
Balance	0xc25ded3f6a8db2a4837f539a265ff3909586f5d5	918	3397.345907	true
Balance	0xa17070c2e9c5a940a4ec0e4954c4d7d643be8f49	919	13000	true
Balance	0xe5fc5af0d03f5d4fec9c5b57034f492276d548d2	920	200	true
Balance	0x28c42de479e57cc0c90b8a3eceb406dc173ad7cc	921	500	true
Balance	0xc42c81953bfd46be34d403ee5f4933981d4fd886	922	1000	true
Balance	0xa704bc098610d127c4f5b4a6b5efbd591f72042a	923	6600	true
Balance	0xd2ce22e22f4d985c832909b1c9f1bc5e304df1ae	924	5000	true
Balance	0xf6f78530c4445aff63ac51e23eea132ffeafd035	925	1010	true
Balance	0x043db1d48f6a9cb836e5545ac8bd38aa6f87a810	926	645.0348	true
Balance	0x045ccd427227bea5234971da717d670bee649cfd	927	6500	true
Balance	0x9d065d77095499cbde585a00cf4da07168a60ab2	928	350	true
Balance	0x2ac3baa6ede785b0e82312178ab25bd4af356419	929	2586	true
Balance	0x42a3df5109a1ac37aebcc6f079b8315ce51f341c	930	164	true
Balance	0xbc4128424dba7ebe70291dc125688901da4b95b1	931	2800	true
Balance	0xb8a205399ff41145cf45c914b990befd125e581c	932	7800	true
Balance	0x24aeefcab6126b9ec613eefea34e9bac10b8e016	933	9966	true
Balance	0x1bd27878ec02eb428956c6e220a4079f8e4bb90f	934	2090	true
Balance	0x5379ed83cfa6d6d9c1071fc10b1b6ee7624779aa	935	15004.93062666	true
Balance	0x4bf8bf1d35a231315764fc8001809a949294fc49	936	750	true
Balance	0xe9254306fd8e3951026213c76730fe8b6739021b	937	1005.894	true
Balance	0xfb79bee9184b3427ac60f984fff8ff7bb5fe9771	938	4116	true
Balance	0xbf318c6001cdfd6d45d5068f960e292ad9fa707f	939	2500	true
Balance	0x1b243046809d11bbfa07ddf5839ed3117e689b67	940	150	true
Balance	0xae9fa7352d9ca0f39541e75567e5253846d555ed	941	17000	true
Balance	0x6e36c91ac85bee2a4beaa15b7a47223f0a134803	942	1600	true
Balance	0xcf0086841fc3df129601bbc830a8e931a51af5af	943	1270	true
Balance	0xf365586cb4f65f4727c4a96e93bb2509eb249fa0	944	800	true
Balance	0x627bd5cd4c8125541b27c9f38f4d0224acda3acb	945	1117.1688	true
Balance	0xf9034f7923869d95a7c66eb9b9141cf3097dc298	946	9246.2	true
Balance	0x520fae4b92ec88fd7c302863252365ee9481afef	947	5000	true
Balance	0x4c3ebba6cfa57e4d8e28197bb89eba697c309525	948	974.4	true
Balance	0x68022e68a1782b4b6a5e6ae26c76b877febe8ef6	949	100	true
Balance	0x54d26ba4aee83f9ac4ce4051727b895649af8c97	950	7400	true
Balance	0x0bfec3578b7174997efbf145b8d5f5b5b66f273f	951	3000	true
Balance	0x49dc0d81c8ed4015c607398dcd018ad6b7095265	952	1200	true
Balance	0xfb098bf8273d283babc7c47c3e6c392be6445969	953	1000	true
Balance	0xaf9917b6a4a0f8487aa0ff63824a98afd87a4bdb	954	100	true
Balance	0x5c1a1c16c3e35271b4d0b56b0ab423e7a76e7fd5	955	350	true
Balance	0x2565f8e0b33f2d3bb1c0e2dd5fbb972df48654c8	956	134000	true
Balance	0x87e81e6b34f125a1271c1a9e9ca5b0a3cb8b4ff6	957	700	true
Balance	0x882f28ac9beb3d13b4bf0f28161576482b4f045e	958	10746.66666666	true
Balance	0xce10c17084968d729238123f4ea2d5a52255e620	959	100	true
Balance	0xa552d1a1d23585da49565ca8c64606a3e86e941c	960	229.557305	true
Balance	0x5992184727248e7bdb5f4664b68485a4ffab846a	961	2000	true
Balance	0x45e96c91b0a8014cd80e0342b6e7120307db4135	962	132	true
Balance	0x7a4738911bfa34c4075c27304f31cfb62032110d	963	1700	true
Balance	0x0bb17100cf4db0342dc21bec89ddf43f10c7e264	964	10000	true
Balance	0x063a0fdbec87cf6e5f8b502cee68d9ebee90d19e	965	101.585318	true
Balance	0xfc303465d8ea05434b395f039539cf2bc666541c	966	200	true
Balance	0xff519bbc3904ab7054129de014894b4623c45e90	967	100	true
Balance	0xf493abe6ec13f8c5ffc2c76a7774e746eea1a04c	968	880.836326	true
Balance	0xd22037e2ac96a8f063258f80729a9ff122db8e01	969	400	true
Balance	0xb2f0ac95a1c08454362fc32ad6ae0f2bad366004	970	2500	true
Balance	0x083578693315741b46295cc38f7ff219e1e3693c	971	10000	true
Balance	0x2d5dba70af1a2f4a0bb8d40fe63f08f0298d84ec	972	71.01264024	true
Balance	0x7c73b0a08ebb4e4c4cdce5f469e0ec4e8c788d84	973	1300	true
Balance	0xd8969db90eaf8457cbc230c01b05b35d8b8e215e	974	100	true
Balance	0xc0bf48c0ed9431d86708d277c123634913ba8dfd	975	1286.8488	true
Balance	0x81d3179480842afeb4170b8b7eba69da58b4164e	976	1250	true
Balance	0xd77d5472113f36b49a3c7a91f02ac6eb728b8bc4	977	3200	true
Balance	0x458eaa6d4f91441f7a138f43f0fd1fdda576e05a	978	2530	true
Balance	0x875bd01ef7aed08a11b236833736174cc478e186	979	3100	true
Balance	0x60fe430fad6261259936bdf6223d3abfc8bbccd0	980	320	true
Balance	0x9e0af7e842ca9d01f32abf680899f7dff3cd0d37	981	350	true
Balance	0x63e0d8753480ffcc6ce65ec46f9efb06778e819c	982	6723.99999999	true
Balance	0x0a3f25c0dcc58dc53e9ce36214f54feb6503a879	983	16239.99999998	true
Balance	0xf1d4bdb41e634d3f71a877ad5795bc0f2c80a24f	984	4200	true
Balance	0x461d17f213ea8cf0bd264ab2958889ee6563d759	985	726	true
Balance	0xcdbb7d82aee2117f8288d565e8fe7959c04f2912	986	2500	true
Balance	0x7b06358131d7d29fd8729f7b9a63cda0016d8daa	987	800	true
Balance	0x3c69847451003aef13a1f83ab674d9e2c29262e2	988	1200	true
Balance	0x2918b28ccd29df28a575f2a31fdc8fbc8ef85791	989	291.78133333	true
Balance	0x07f35b7fe735c49fd5051d5a0c2e74c9177fea6d	990	800	true
Balance	0x597c61ea19c90dfcc81f7588665e4e24f2c387e3	991	1900	true
Balance	0xf2f3f70ac712809bc2538b1fb82e1e485af45f9b	992	740	true
Balance	0x9ef56cdfc51154a4bb25888a879560e08ad80795	993	100	true
Balance	0xedba696ee263ca216046473ad49020acaf82abc7	994	294.827647	true
Balance	0x2bd43a8ae5cd21d2142086572248b35fa94b4e95	995	1000	true
Balance	0x3f393c413a8550efe98a5568b597659b6c2cdda9	996	28723.04	true
Balance	0x06608f5ad0101bdf2786a6a47fc694c88a625a73	997	10000	true
Balance	0x991105aeab86fc0d38ac2b857ffc9e5af42ecb5a	998	400	true
Balance	0x0a96f4cc4c77de0086091d5bc9623995025646f9	999	853.62449618	true
Balance	0x934aa5a6a1e6222c95c5d78e07d320586c2a977b	1000	7400	true
Balance	0xd6e861c09028967e0558e78a2708e8499019c9fe	1001	343	true
Balance	0x00d8017683f7b62c8c2aa7a2a9f81e7d805e586e	1002	300	true
Balance	0xfca73eff8771c0103ba3cc1a9c259448c72abf0b	1003	500	true
Balance	0x8184d4ffc09369dcd5e018eefa054e6bb597aca4	1004	500000	true
Balance	0xdeea07492b46605f505cb6862bfaceeb69bc1658	1005	9998	true
Balance	0x957233cc0d973287a44566e4eaccb90073023fd7	1006	80	true
Balance	0xf81753501afc55776320d567c3af6fcdad1204cf	1007	3059.978	true
Balance	0xd696725bc39f5afaa4c7f1c8864cd3cb3ead8dfd	1008	2495	true
Balance	0xfe3800776f7289c5055a71a0ebd42c2731c162a6	1009	597.68468	true
Balance	0x26b2cf9966b1b175b0506c3e25ac76960acf52cf	1010	5000	true
Balance	0x619ddab69b35ec5518ccfd383eae663b4f6162e0	1011	2000	true
Balance	0x4b1117f5a39a1001cd0a19bc926e1765fbf3f346	1012	9800	true
Balance	0x42acd991caf016b7cf516689334911eab5ad2aed	1013	21082.88	true
Balance	0x09b48b6eb8977426aa78ac971b7b1fbe5d06c992	1014	875.1	true
Balance	0xd1aa20031d90beb3be49f5737a84c8af0e748041	1015	164	true
Balance	0x07f15ab896b127ec36e8d67ee7ec69d162588341	1016	600	true
Balance	0xbe309c103815ef198a2db8e5940835c375203c1d	1017	13910.668	true
Balance	0xcc0b2a5085d434e31e8419398cea1636708a9ce5	1018	2790	true
Balance	0x9fdd51b3ab2cc2ba62ca4ec5238a6a14cf381c71	1019	4865.28	true
Balance	0x8e1608bee6f069d3dc943487a5fd9e5b87e65fc0	1020	500	true
Balance	0xe150c69362c9bd7133b9f1da00fb2ac14927a73d	1021	400	true
Balance	0x28091e33df862922f1a1fc62e60af9f791cb4dec	1022	1300	true
Balance	0x2b586810d64129c89043738e77a8922811464eea	1023	398.1	true
Balance	0x13fc8982e2176ff6d0ca62e432c4be46aabb482b	1024	1499.4	true
Balance	0x8ec61bd2abe2412341d0f88541d83a3a60756094	1025	1000	true
Balance	0x3955e672f3306fd39545edb3d7040cf8de2f9180	1026	518.13313	true
Balance	0xe74281ebeba27c6fab334cd3de0d2bc0eaa0176e	1027	3000	true
Balance	0xa4e7227d0029cf852ff6270f01e93f4a0344d3db	1028	537.33333333	true
Balance	0x32cc8eb3b477ba947330f03e036d547ce5279ac3	1029	10000	true
Balance	0xcd5393865972e7e3e33476da0b7d32c3841f0b8b	1030	11126.90514608	true
Balance	0x6fe2fb372cb715ebd45fa7fb1e9343d22356ae16	1031	73	true
Balance	0xf1a3f437afae1f1232bd122a18943d42062b04a5	1032	999.4	true
Balance	0x7c94e26e15b1422ba41de11cbbaff4990db2ee53	1033	6500	true
Balance	0xf4b6780aa28c48fee8fcba7b9cbe37c846ef3ed2	1034	800	true
Balance	0x74aafdbeb47dafe51649997d2eb39a027eb0cf97	1035	10000	true
Balance	0x0f8d9f8f8ddd2a381440343007e9d8d50e73ec78	1036	2490	true
Balance	0x1983e10e16d617d932cdcd73b5f3eb8c25634228	1037	5000	true
Balance	0xb051284850f8bbf93c0d41bf72afd703e7f5030c	1038	1000	true
Balance	0x0843b61f1a1a6e1f0e1d1765ad03573ed9317edb	1039	100	true
Balance	0x342800609da628fa5f9ac091b23c121cd383fe24	1040	9294.3396	true
Balance	0xd5f9b98fa9965faab9670a5afdb11e9992f3686e	1041	1850	true
Balance	0x4dd468141449c89f9d793c3ba6b68388477d4acc	1042	5800	true
Balance	0x4e195670f954c7c282361cf6231764dd549655a1	1043	1070	true
Balance	0x0663caf86ef171e229bd070bad5cbefe1bca0060	1044	100	true
Balance	0x2d9836904430a15dae1922548c6f0af1ae9b6cd8	1045	250	true
Balance	0xdbb271c0b6e4fc9d96233646ea33bf860e739d1a	1046	500	true
Balance	0x60f8243364ad1f7e2f6ad442a4da4faff88ff7da	1047	499.4	true
Balance	0xe3362375921fa33ee4e6e8e289c2b9fd8b645eae	1048	200	true
Balance	0xeb5f23dd22fd814a896f9af6e521fa6e534bcd5b	1049	1600	true
Balance	0xf2b619bd410898ad589377fc3b5a1f748f41432c	1050	37320.52457979	true
Balance	0x8fd001781eaa084cd8f8ad125aea23cf65bf9687	1051	2000	true
Balance	0xfd443cfd21172cd5bda7b754c2fb64819efa74f6	1052	1000	true
Balance	0x1a09ee94c08dccaf88e83e1eb8e3f21f5c39bd98	1053	100	true
Balance	0x954a88a0e17eaf0ac2dc75f27f40195bc3db4f8c	1054	314.5996	true
Balance	0xd6f302944dbc6c8239b693eef672342f63e13d1e	1055	200	true
Balance	0x624c4acfc7661abc928248e42de552c65aa4f0a8	1056	111.8	true
Balance	0x006e6f8d088afb1663de6ae377305158d5c6db2f	1057	539.9816	true
